GTKode;Varkode2;Trinn;Definisjonsgrunnlag
M-A-04-06;ST;ST-0;ST_0, TV_bc, DK_C, FI_0a
M-A-04-06;TV;TV-c;ST_0, TV_bc, DK_C, FI_0a
M-A-04-06;TV;TV-c;ST_0, TV_bc, DK_C, FI_0a
M-A-04-06;DK;DK-C;ST_0, TV_bc, DK_C, FI_0a
M-A-04-06;FI;FI-a;ST_0, TV_bc, DK_C, FI_0a
M-A-04-06;FI;FI-a;ST_0, TV_bc, DK_C, FI_0a
M-A-04-07;ST;ST-0;ST_0, TV_def, DK_C, FI_0a
M-A-04-07;TV;TV-f;ST_0, TV_def, DK_C, FI_0a
M-A-04-07;TV;TV-f;ST_0, TV_def, DK_C, FI_0a
M-A-04-07;TV;TV-f;ST_0, TV_def, DK_C, FI_0a
M-A-04-07;DK;DK-C;ST_0, TV_def, DK_C, FI_0a
M-A-04-07;FI;FI-a;ST_0, TV_def, DK_C, FI_0a
M-A-04-07;FI;FI-a;ST_0, TV_def, DK_C, FI_0a
M-A-04-08;ST;ST-0;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-08;TV;TV-f;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-08;TV;TV-f;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-08;TV;TV-f;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-08;TV;TV-f;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-08;TV;TV-f;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-08;DK;DK-D;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-08;FI;FI-a;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-08;FI;FI-a;ST_0, TV_bcdef, DK_D, FI_0a
M-A-04-09;ST;ST-0;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-09;TV;TV-f;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-09;TV;TV-f;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-09;TV;TV-f;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-09;TV;TV-f;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-09;TV;TV-f;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-09;DK;DK-E;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-09;FI;FI-a;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-09;FI;FI-a;ST_0, TV_bcdef, DK_E, FI_0a
M-A-04-10;ST;ST-0;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;TV;TV-f;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;TV;TV-f;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;TV;TV-f;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;TV;TV-f;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;TV;TV-f;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;DK;DK-D;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;DK;DK-D;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;FI;FI-c;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-10;FI;FI-c;ST_0, TV_bcdef, DK_CD, FI_bc
M-A-04-11;ST;ST-B;ST_AB, TV_ab, FI_0a
M-A-04-11;ST;ST-B;ST_AB, TV_ab, FI_0a
M-A-04-11;TV;TV-b;ST_AB, TV_ab, FI_0a
M-A-04-11;TV;TV-b;ST_AB, TV_ab, FI_0a
M-A-04-11;FI;FI-a;ST_AB, TV_ab, FI_0a
M-A-04-11;FI;FI-a;ST_AB, TV_ab, FI_0a
M-A-04-12;ST;ST-H;ST_H, [TV_ab, DK_AB, FI_dy]
M-A-04-12;TV;TV-b;ST_H, [TV_ab, DK_AB, FI_dy]
M-A-04-12;TV;TV-b;ST_H, [TV_ab, DK_AB, FI_dy]
M-A-04-12;DK;DK-B;ST_H, [TV_ab, DK_AB, FI_dy]
M-A-04-12;DK;DK-B;ST_H, [TV_ab, DK_AB, FI_dy]
M-A-04-12;FI;FI-y;ST_H, [TV_ab, DK_AB, FI_dy]
M-A-04-12;FI;FI-y;ST_H, [TV_ab, DK_AB, FI_dy]
M-A-05-01;ST;ST-0;ST_0, DK_C, DL_abcd, FI_0a
M-A-05-01;DK;DK-C;ST_0, DK_C, DL_abcd, FI_0a
M-A-05-01;DL;DL-d;ST_0, DK_C, DL_abcd, FI_0a
M-A-05-01;DL;DL-d;ST_0, DK_C, DL_abcd, FI_0a
M-A-05-01;DL;DL-d;ST_0, DK_C, DL_abcd, FI_0a
M-A-05-01;DL;DL-d;ST_0, DK_C, DL_abcd, FI_0a
M-A-05-01;FI;FI-a;ST_0, DK_C, DL_abcd, FI_0a
M-A-05-01;FI;FI-a;ST_0, DK_C, DL_abcd, FI_0a
M-A-05-02;ST;ST-0;ST_0, DK_D, DL_abcd, FI_0a
M-A-05-02;DK;DK-D;ST_0, DK_D, DL_abcd, FI_0a
M-A-05-02;DL;DL-d;ST_0, DK_D, DL_abcd, FI_0a
M-A-05-02;DL;DL-d;ST_0, DK_D, DL_abcd, FI_0a
M-A-05-02;DL;DL-d;ST_0, DK_D, DL_abcd, FI_0a
M-A-05-02;DL;DL-d;ST_0, DK_D, DL_abcd, FI_0a
M-A-05-02;FI;FI-a;ST_0, DK_D, DL_abcd, FI_0a
M-A-05-02;FI;FI-a;ST_0, DK_D, DL_abcd, FI_0a
M-A-05-03;ST;ST-0;ST_0, DK_E, DL_abcd, FI_0a
M-A-05-03;DK;DK-E;ST_0, DK_E, DL_abcd, FI_0a
M-A-05-03;DL;DL-d;ST_0, DK_E, DL_abcd, FI_0a
M-A-05-03;DL;DL-d;ST_0, DK_E, DL_abcd, FI_0a
M-A-05-03;DL;DL-d;ST_0, DK_E, DL_abcd, FI_0a
M-A-05-03;DL;DL-d;ST_0, DK_E, DL_abcd, FI_0a
M-A-05-03;FI;FI-a;ST_0, DK_E, DL_abcd, FI_0a
M-A-05-03;FI;FI-a;ST_0, DK_E, DL_abcd, FI_0a
M-A-05-04;ST;ST-0;ST_0, DK_C, DL_abcd, FI_bc
M-A-05-04;DK;DK-C;ST_0, DK_C, DL_abcd, FI_bc
M-A-05-04;DL;DL-d;ST_0, DK_C, DL_abcd, FI_bc
M-A-05-04;DL;DL-d;ST_0, DK_C, DL_abcd, FI_bc
M-A-05-04;DL;DL-d;ST_0, DK_C, DL_abcd, FI_bc
M-A-05-04;DL;DL-d;ST_0, DK_C, DL_abcd, FI_bc
M-A-05-04;FI;FI-c;ST_0, DK_C, DL_abcd, FI_bc
M-A-05-04;FI;FI-c;ST_0, DK_C, DL_abcd, FI_bc
M-A-05-05;ST;ST-0;ST_0, DK_D, DL_abcd, FI_bc
M-A-05-05;DK;DK-D;ST_0, DK_D, DL_abcd, FI_bc
M-A-05-05;DL;DL-d;ST_0, DK_D, DL_abcd, FI_bc
M-A-05-05;DL;DL-d;ST_0, DK_D, DL_abcd, FI_bc
M-A-05-05;DL;DL-d;ST_0, DK_D, DL_abcd, FI_bc
M-A-05-05;DL;DL-d;ST_0, DK_D, DL_abcd, FI_bc
M-A-05-05;FI;FI-c;ST_0, DK_D, DL_abcd, FI_bc
M-A-05-05;FI;FI-c;ST_0, DK_D, DL_abcd, FI_bc
M-A-05-06;ST;ST-0;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-06;DK;DK-B;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-06;DK;DK-B;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-06;DL;DL-d;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-06;DL;DL-d;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-06;DL;DL-d;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-06;DL;DL-d;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-06;FI;FI-y;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-06;FI;FI-y;ST_0, DK_AB, DL_abcd, FI_dy
M-A-05-07;ST;ST-0;ST_0, DK_C, DL_e, FI_0a
M-A-05-07;DK;DK-C;ST_0, DK_C, DL_e, FI_0a
M-A-05-07;DL;DL-e;ST_0, DK_C, DL_e, FI_0a
M-A-05-07;FI;FI-a;ST_0, DK_C, DL_e, FI_0a
M-A-05-07;FI;FI-a;ST_0, DK_C, DL_e, FI_0a
M-A-05-08;ST;ST-0;ST_0, DK_D, DL_e, FI_0a
M-A-05-08;DK;DK-D;ST_0, DK_D, DL_e, FI_0a
M-A-05-08;DL;DL-e;ST_0, DK_D, DL_e, FI_0a
M-A-05-08;FI;FI-a;ST_0, DK_D, DL_e, FI_0a
M-A-05-08;FI;FI-a;ST_0, DK_D, DL_e, FI_0a
M-A-05-09;ST;ST-0;ST_0, DK_C, DL_e, FI_bc
M-A-05-09;DK;DK-C;ST_0, DK_C, DL_e, FI_bc
M-A-05-09;DL;DL-e;ST_0, DK_C, DL_e, FI_bc
M-A-05-09;FI;FI-c;ST_0, DK_C, DL_e, FI_bc
M-A-05-09;FI;FI-c;ST_0, DK_C, DL_e, FI_bc
M-A-05-10;ST;ST-0;ST_0, DK_D, DL_e, FI_bc
M-A-05-10;DK;DK-D;ST_0, DK_D, DL_e, FI_bc
M-A-05-10;DL;DL-e;ST_0, DK_D, DL_e, FI_bc
M-A-05-10;FI;FI-c;ST_0, DK_D, DL_e, FI_bc
M-A-05-10;FI;FI-c;ST_0, DK_D, DL_e, FI_bc
M-A-05-11;ST;ST-0;ST_0, DK_AB, DL_e, FI_dy
M-A-05-11;DK;DK-B;ST_0, DK_AB, DL_e, FI_dy
M-A-05-11;DK;DK-B;ST_0, DK_AB, DL_e, FI_dy
M-A-05-11;DL;DL-e;ST_0, DK_AB, DL_e, FI_dy
M-A-05-11;FI;FI-y;ST_0, DK_AB, DL_e, FI_dy
M-A-05-11;FI;FI-y;ST_0, DK_AB, DL_e, FI_dy
M-A-05-12;ST;ST-A;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-12;DK;DK-D;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-12;DL;DL-e;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-12;DL;DL-e;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-12;DL;DL-e;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-12;DL;DL-e;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-12;DL;DL-e;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-12;FI;FI-a;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-12;FI;FI-a;ST_A, [DK_D, DL_abcde, FI_0a]
M-A-05-13;ST;ST-B;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-13;DK;DK-D;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-13;DL;DL-e;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-13;DL;DL-e;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-13;DL;DL-e;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-13;DL;DL-e;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-13;DL;DL-e;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-13;FI;FI-a;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-13;FI;FI-a;ST_B, [DK_D, DL_abcde, FI_0a]
M-A-05-14;ST;ST-K;ST_E [DK_AB, FI_dy]
M-A-05-14;ST;ST-K;ST_E [DK_AB, FI_dy]
M-A-05-14;ST;ST-K;ST_E [DK_AB, FI_dy]
M-A-05-14;ST;ST-K;ST_E [DK_AB, FI_dy]
M-A-05-14;FI;FI-y;ST_E [DK_AB, FI_dy]
M-A-05-14;FI;FI-y;ST_E [DK_AB, FI_dy]
M-A-05-15;ST;ST-F;ST_F, [DK_AB, FI_dy]
M-A-05-15;DK;DK-B;ST_F, [DK_AB, FI_dy]
M-A-05-15;DK;DK-B;ST_F, [DK_AB, FI_dy]
M-A-05-15;FI;FI-y;ST_F, [DK_AB, FI_dy]
M-A-05-15;FI;FI-y;ST_F, [DK_AB, FI_dy]
M-A-05-16;ST;ST-H;ST_H, [DK_AB, FI_dy]
M-A-05-16;DK;DK-B;ST_H, [DK_AB, FI_dy]
M-A-05-16;DK;DK-B;ST_H, [DK_AB, FI_dy]
M-A-05-16;FI;FI-y;ST_H, [DK_AB, FI_dy]
M-A-05-16;FI;FI-y;ST_H, [DK_AB, FI_dy]
M-A-06-01;HV;HV-A;HV_A, [AN_0], ST_0, DK_C, FI_0a
M-A-06-01;AN;AN-0;HV_A, [AN_0], ST_0, DK_C, FI_0a
M-A-06-01;ST;ST-0;HV_A, [AN_0], ST_0, DK_C, FI_0a
M-A-06-01;DK;DK-C;HV_A, [AN_0], ST_0, DK_C, FI_0a
M-A-06-01;FI;FI-a;HV_A, [AN_0], ST_0, DK_C, FI_0a
M-A-06-01;FI;FI-a;HV_A, [AN_0], ST_0, DK_C, FI_0a
M-A-06-02;HV;HV-A;HV_A, [AN_0], ST_0, DK_D, FI_0a
M-A-06-02;AN;AN-0;HV_A, [AN_0], ST_0, DK_D, FI_0a
M-A-06-02;ST;ST-0;HV_A, [AN_0], ST_0, DK_D, FI_0a
M-A-06-02;DK;DK-D;HV_A, [AN_0], ST_0, DK_D, FI_0a
M-A-06-02;FI;FI-a;HV_A, [AN_0], ST_0, DK_D, FI_0a
M-A-06-02;FI;FI-a;HV_A, [AN_0], ST_0, DK_D, FI_0a
M-A-06-03;HV;HV-A;HV_A, [AN_0], ST_0, DK_C, FI_bc
M-A-06-03;AN;AN-0;HV_A, [AN_0], ST_0, DK_C, FI_bc
M-A-06-03;ST;ST-0;HV_A, [AN_0], ST_0, DK_C, FI_bc
M-A-06-03;DK;DK-C;HV_A, [AN_0], ST_0, DK_C, FI_bc
M-A-06-03;FI;FI-c;HV_A, [AN_0], ST_0, DK_C, FI_bc
M-A-06-03;FI;FI-c;HV_A, [AN_0], ST_0, DK_C, FI_bc
M-A-06-04;HV;HV-A;HV_A, [AN_0], ST_0, DK_D, FI_bc
M-A-06-04;AN;AN-0;HV_A, [AN_0], ST_0, DK_D, FI_bc
M-A-06-04;ST;ST-0;HV_A, [AN_0], ST_0, DK_D, FI_bc
M-A-06-04;DK;DK-D;HV_A, [AN_0], ST_0, DK_D, FI_bc
M-A-06-04;FI;FI-c;HV_A, [AN_0], ST_0, DK_D, FI_bc
M-A-06-04;FI;FI-c;HV_A, [AN_0], ST_0, DK_D, FI_bc
M-A-06-05;HV;HV-A;HV_A, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-05;AN;AN-0;HV_A, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-05;ST;ST-0;HV_A, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-05;DK;DK-B;HV_A, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-05;DK;DK-B;HV_A, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-05;FI;FI-y;HV_A, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-05;FI;FI-y;HV_A, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-06;HV;HV-B;HV_B, [AN_0], ST_0, DK_C, FI_0a
M-A-06-06;AN;AN-0;HV_B, [AN_0], ST_0, DK_C, FI_0a
M-A-06-06;ST;ST-0;HV_B, [AN_0], ST_0, DK_C, FI_0a
M-A-06-06;DK;DK-C;HV_B, [AN_0], ST_0, DK_C, FI_0a
M-A-06-06;FI;FI-a;HV_B, [AN_0], ST_0, DK_C, FI_0a
M-A-06-06;FI;FI-a;HV_B, [AN_0], ST_0, DK_C, FI_0a
M-A-06-07;HV;HV-B;HV_B, [AN_0], ST_0, DK_D, FI_0a
M-A-06-07;AN;AN-0;HV_B, [AN_0], ST_0, DK_D, FI_0a
M-A-06-07;ST;ST-0;HV_B, [AN_0], ST_0, DK_D, FI_0a
M-A-06-07;DK;DK-D;HV_B, [AN_0], ST_0, DK_D, FI_0a
M-A-06-07;FI;FI-a;HV_B, [AN_0], ST_0, DK_D, FI_0a
M-A-06-07;FI;FI-a;HV_B, [AN_0], ST_0, DK_D, FI_0a
M-A-06-08;HV;HV-B;HV_B, [AN_0], ST_0, DK_C, FI_bc
M-A-06-08;AN;AN-0;HV_B, [AN_0], ST_0, DK_C, FI_bc
M-A-06-08;ST;ST-0;HV_B, [AN_0], ST_0, DK_C, FI_bc
M-A-06-08;DK;DK-C;HV_B, [AN_0], ST_0, DK_C, FI_bc
M-A-06-08;FI;FI-c;HV_B, [AN_0], ST_0, DK_C, FI_bc
M-A-06-08;FI;FI-c;HV_B, [AN_0], ST_0, DK_C, FI_bc
M-A-06-09;HV;HV-B;HV_B, [AN_0], ST_0, DK_D, FI_bc
M-A-06-09;AN;AN-0;HV_B, [AN_0], ST_0, DK_D, FI_bc
M-A-06-09;ST;ST-0;HV_B, [AN_0], ST_0, DK_D, FI_bc
M-A-06-09;DK;DK-D;HV_B, [AN_0], ST_0, DK_D, FI_bc
M-A-06-09;FI;FI-c;HV_B, [AN_0], ST_0, DK_D, FI_bc
M-A-06-09;FI;FI-c;HV_B, [AN_0], ST_0, DK_D, FI_bc
M-A-06-10;HV;HV-B;HV_B, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-10;AN;AN-0;HV_B, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-10;ST;ST-0;HV_B, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-10;DK;DK-B;HV_B, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-10;DK;DK-B;HV_B, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-10;FI;FI-y;HV_B, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-10;FI;FI-y;HV_B, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-11;HV;HV-C;HV_C, [AN_0], ST_0, DK_C, FI_0a
M-A-06-11;AN;AN-0;HV_C, [AN_0], ST_0, DK_C, FI_0a
M-A-06-11;ST;ST-0;HV_C, [AN_0], ST_0, DK_C, FI_0a
M-A-06-11;DK;DK-C;HV_C, [AN_0], ST_0, DK_C, FI_0a
M-A-06-11;FI;FI-a;HV_C, [AN_0], ST_0, DK_C, FI_0a
M-A-06-11;FI;FI-a;HV_C, [AN_0], ST_0, DK_C, FI_0a
M-A-06-12;HV;HV-C;HV_C, [AN_0], ST_0, DK_D, FI_0a
M-A-06-12;AN;AN-0;HV_C, [AN_0], ST_0, DK_D, FI_0a
M-A-06-12;ST;ST-0;HV_C, [AN_0], ST_0, DK_D, FI_0a
M-A-06-12;DK;DK-D;HV_C, [AN_0], ST_0, DK_D, FI_0a
M-A-06-12;FI;FI-a;HV_C, [AN_0], ST_0, DK_D, FI_0a
M-A-06-12;FI;FI-a;HV_C, [AN_0], ST_0, DK_D, FI_0a
M-A-06-13;HV;HV-C;HV_C, [AN_0], ST_0, DK_C, FI_bc
M-A-06-13;AN;AN-0;HV_C, [AN_0], ST_0, DK_C, FI_bc
M-A-06-13;ST;ST-0;HV_C, [AN_0], ST_0, DK_C, FI_bc
M-A-06-13;DK;DK-C;HV_C, [AN_0], ST_0, DK_C, FI_bc
M-A-06-13;FI;FI-c;HV_C, [AN_0], ST_0, DK_C, FI_bc
M-A-06-13;FI;FI-c;HV_C, [AN_0], ST_0, DK_C, FI_bc
M-A-06-14;HV;HV-C;HV_C, [AN_0], ST_0, DK_D, FI_bc
M-A-06-14;AN;AN-0;HV_C, [AN_0], ST_0, DK_D, FI_bc
M-A-06-14;ST;ST-0;HV_C, [AN_0], ST_0, DK_D, FI_bc
M-A-06-14;DK;DK-D;HV_C, [AN_0], ST_0, DK_D, FI_bc
M-A-06-14;FI;FI-c;HV_C, [AN_0], ST_0, DK_D, FI_bc
M-A-06-14;FI;FI-c;HV_C, [AN_0], ST_0, DK_D, FI_bc
M-A-06-15;HV;HV-C;HV_C, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-15;AN;AN-0;HV_C, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-15;ST;ST-0;HV_C, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-15;DK;DK-B;HV_C, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-15;DK;DK-B;HV_C, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-15;FI;FI-y;HV_C, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-15;FI;FI-y;HV_C, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-16;HV;HV-D;HV_D, [AN_0], ST_0, DK_C, FI_0a
M-A-06-16;AN;AN-0;HV_D, [AN_0], ST_0, DK_C, FI_0a
M-A-06-16;ST;ST-0;HV_D, [AN_0], ST_0, DK_C, FI_0a
M-A-06-16;DK;DK-C;HV_D, [AN_0], ST_0, DK_C, FI_0a
M-A-06-16;FI;FI-a;HV_D, [AN_0], ST_0, DK_C, FI_0a
M-A-06-16;FI;FI-a;HV_D, [AN_0], ST_0, DK_C, FI_0a
M-A-06-17;HV;HV-D;HV_D, [AN_0], ST_0, DK_D, FI_0a
M-A-06-17;AN;AN-0;HV_D, [AN_0], ST_0, DK_D, FI_0a
M-A-06-17;ST;ST-0;HV_D, [AN_0], ST_0, DK_D, FI_0a
M-A-06-17;DK;DK-D;HV_D, [AN_0], ST_0, DK_D, FI_0a
M-A-06-17;FI;FI-a;HV_D, [AN_0], ST_0, DK_D, FI_0a
M-A-06-17;FI;FI-a;HV_D, [AN_0], ST_0, DK_D, FI_0a
M-A-06-18;HV;HV-D;HV_D, [AN_0], ST_0, DK_C, FI_bc
M-A-06-18;AN;AN-0;HV_D, [AN_0], ST_0, DK_C, FI_bc
M-A-06-18;ST;ST-0;HV_D, [AN_0], ST_0, DK_C, FI_bc
M-A-06-18;DK;DK-C;HV_D, [AN_0], ST_0, DK_C, FI_bc
M-A-06-18;FI;FI-c;HV_D, [AN_0], ST_0, DK_C, FI_bc
M-A-06-18;FI;FI-c;HV_D, [AN_0], ST_0, DK_C, FI_bc
M-A-06-19;HV;HV-D;HV_D, [AN_0], ST_0, DK_D, FI_bc
M-A-06-19;AN;AN-0;HV_D, [AN_0], ST_0, DK_D, FI_bc
M-A-06-19;ST;ST-0;HV_D, [AN_0], ST_0, DK_D, FI_bc
M-A-06-19;DK;DK-D;HV_D, [AN_0], ST_0, DK_D, FI_bc
M-A-06-19;FI;FI-c;HV_D, [AN_0], ST_0, DK_D, FI_bc
M-A-06-19;FI;FI-c;HV_D, [AN_0], ST_0, DK_D, FI_bc
M-A-06-20;HV;HV-D;HV_D, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-20;AN;AN-0;HV_D, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-20;ST;ST-0;HV_D, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-20;DK;DK-B;HV_D, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-20;DK;DK-B;HV_D, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-20;FI;FI-y;HV_D, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-20;FI;FI-y;HV_D, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-21;HV;HV-E;HV_E, [AN_0], ST_0, DK_C, FI_0a
M-A-06-21;AN;AN-0;HV_E, [AN_0], ST_0, DK_C, FI_0a
M-A-06-21;ST;ST-0;HV_E, [AN_0], ST_0, DK_C, FI_0a
M-A-06-21;DK;DK-C;HV_E, [AN_0], ST_0, DK_C, FI_0a
M-A-06-21;FI;FI-a;HV_E, [AN_0], ST_0, DK_C, FI_0a
M-A-06-21;FI;FI-a;HV_E, [AN_0], ST_0, DK_C, FI_0a
M-A-06-22;HV;HV-E;HV_E, [AN_0], ST_0, DK_D, FI_0a
M-A-06-22;AN;AN-0;HV_E, [AN_0], ST_0, DK_D, FI_0a
M-A-06-22;ST;ST-0;HV_E, [AN_0], ST_0, DK_D, FI_0a
M-A-06-22;DK;DK-D;HV_E, [AN_0], ST_0, DK_D, FI_0a
M-A-06-22;FI;FI-a;HV_E, [AN_0], ST_0, DK_D, FI_0a
M-A-06-22;FI;FI-a;HV_E, [AN_0], ST_0, DK_D, FI_0a
M-A-06-23;HV;HV-E;HV_E, [AN_0], ST_0, DK_C, FI_bc
M-A-06-23;AN;AN-0;HV_E, [AN_0], ST_0, DK_C, FI_bc
M-A-06-23;ST;ST-0;HV_E, [AN_0], ST_0, DK_C, FI_bc
M-A-06-23;DK;DK-C;HV_E, [AN_0], ST_0, DK_C, FI_bc
M-A-06-23;FI;FI-c;HV_E, [AN_0], ST_0, DK_C, FI_bc
M-A-06-23;FI;FI-c;HV_E, [AN_0], ST_0, DK_C, FI_bc
M-A-06-24;HV;HV-E;HV_E, [AN_0], ST_0, DK_D, FI_bc
M-A-06-24;AN;AN-0;HV_E, [AN_0], ST_0, DK_D, FI_bc
M-A-06-24;ST;ST-0;HV_E, [AN_0], ST_0, DK_D, FI_bc
M-A-06-24;DK;DK-D;HV_E, [AN_0], ST_0, DK_D, FI_bc
M-A-06-24;FI;FI-c;HV_E, [AN_0], ST_0, DK_D, FI_bc
M-A-06-24;FI;FI-c;HV_E, [AN_0], ST_0, DK_D, FI_bc
M-A-06-25;HV;HV-E;HV_E, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-25;AN;AN-0;HV_E, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-25;ST;ST-0;HV_E, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-25;DK;DK-B;HV_E, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-25;DK;DK-B;HV_E, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-25;FI;FI-y;HV_E, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-25;FI;FI-y;HV_E, [AN_0], ST_0, DK_AB, FI_dy
M-A-06-26;HV;HV-E;[HV_ABE, AN_0], ST_A, [DK_D, FI_0a]
M-A-06-26;HV;HV-E;[HV_ABE, AN_0], ST_A, [DK_D, FI_0a]
M-A-06-26;HV;HV-E;[HV_ABE, AN_0], ST_A, [DK_D, FI_0a]
M-A-06-26;AN;AN-0;[HV_ABE, AN_0], ST_A, [DK_D, FI_0a]
M-A-06-26;ST;ST-A;[HV_ABE, AN_0], ST_A, [DK_D, FI_0a]
M-A-06-26;DK;DK-D;[HV_ABE, AN_0], ST_A, [DK_D, FI_0a]
M-A-06-26;FI;FI-a;[HV_ABE, AN_0], ST_A, [DK_D, FI_0a]
M-A-06-26;FI;FI-a;[HV_ABE, AN_0], ST_A, [DK_D, FI_0a]
M-A-06-27;HV;HV-C;[HV_BC, AN_0], ST_C, [DK_D, FI_0a]
M-A-06-27;HV;HV-C;[HV_BC, AN_0], ST_C, [DK_D, FI_0a]
M-A-06-27;AN;AN-0;[HV_BC, AN_0], ST_C, [DK_D, FI_0a]
M-A-06-27;ST;ST-C;[HV_BC, AN_0], ST_C, [DK_D, FI_0a]
M-A-06-27;DK;DK-D;[HV_BC, AN_0], ST_C, [DK_D, FI_0a]
M-A-06-27;FI;FI-a;[HV_BC, AN_0], ST_C, [DK_D, FI_0a]
M-A-06-27;FI;FI-a;[HV_BC, AN_0], ST_C, [DK_D, FI_0a]
M-A-06-28;HV;HV-B;[HV_AB, AN_0], ST_D, [DK_D, FI_0a]
M-A-06-28;HV;HV-B;[HV_AB, AN_0], ST_D, [DK_D, FI_0a]
M-A-06-28;AN;AN-0;[HV_AB, AN_0], ST_D, [DK_D, FI_0a]
M-A-06-28;ST;ST-D;[HV_AB, AN_0], ST_D, [DK_D, FI_0a]
M-A-06-28;DK;DK-D;[HV_AB, AN_0], ST_D, [DK_D, FI_0a]
M-A-06-28;FI;FI-a;[HV_AB, AN_0], ST_D, [DK_D, FI_0a]
